Title,Review Text,Division Name,Department Name,Class Name
Too short waisted!,"I ordered this top in a 14, my usual size, and it fits fine, but it is way too short-waisted! it looks nothing like what the model is wearing. her top comes low on her waist, almost to her crotch area. mine was just about 2 inches below my belly button! it was almost as if they accidentally cut off the lower half of the top at the factory! very strange.",General Petite,Tops,Blouses
Swallowed me up!,"Don't be fooled by the photos online. the color is a bright baby blue, not pale blue. it's a beautifully designed dress, however, the material is so bulky and heavy. it's so unflattering. i was afraid to try it on and my fears came true: this dress just hung on me and pulled me down. i wanted so much to love it, but i returned it.",General,Dresses,Dresses
Beautiful dress but....,I wanted to love this dress but it was too large... and once i washed it (which is recommended) it shrank so i had to return it.,General,Dresses,Dresses
Love this chino!,"I'm so pleased with this cropped chino with all its lovely colors. i have bought 3 colors so far and i love the fit and comfort of these. i'm 5""1, 104 pounds and took the 24p since this runs a size large. my favorite is the lovely moss color which really a brighter mint green and i also love the honey color for spring and summer. these fit slightly slim yet still feel relaxed. love them and highly recommend these!",General Petite,Bottoms,Pants
Not for the short-waisted,"This dress is sort of a mixed-media dress. the top colored portion is a slinky knit that dolan uses all the time. i like it a lot. the bottom, is a tight silky twill-like weave. the silhouette is straight, which is what attracted me to it, but when i put it on, i realized that the waist wasn't going to work for me. the split came at a point too high for me to belt and the sleeves made my wide shoulders look dowdy. i am not a person that wants to put on a dress and have to style the heck out of i",General Petite,Dresses,Dresses
Great easy to wear machine washable!!!,This is a great easy to wear summer dress. a denim jacket would look adorable to wear on a cooler night. it runs a bit small in the waist and i bought the petite because i wanted it to be above the knee summer casual. it is very flattering because of the pattern detail by the waist. it is the perfect summer dress and best of all it is machine washable!,General Petite,Dresses,Dresses
Way too big and bulky,"The quality of the garment is high--a nice substantial yarn and a pretty crochet pattern, but the cut was totally off for me. i'm usually an xs/s, and was swimming in the xs. the arms in particular were huge and drapey, and the whole thing just hung on me (for reference, i'm 5'4"", 120 lbs).",General,Tops,Sweaters
Looks better on line,"I received this skirt today and was very disappointed. i don't know what i expected but it is not as i thought. even though the quality is very good and the fit is true to size, i may return it. the fabric of the skirt is just too busy, at least for me. i am just uncertain and even though i have many tops, the colors are just not matching. white looks better than any colored top with this particular print. i am going to try it on one more time and make a definite decision.",General Petite,Bottoms,Skirts
Better in person!,"Don't pass this one up ladies....the fabric is casual and relaxed, but the drawstring-like collar gives it class and flirt all at the same time. i paired it with a jersey mini skirt and the way the banding at the waist falls on this top made it look like one whole dress. i can wear this with cropped jeans, shorts, anything! truly a homerun. i'm 5'10"", 138lbs and small fit perfectly.",General Petite,Tops,Knits
Sad :(,"I love this top so much online. i received it yesterday in the mail and unfortunately i am very disappointed.  there is nothing wrong with the quality but i do think it looks more appealing online. also, this top is probably not for anyone with a large chest. it looks nice and drapey on the model. when i put it on it just makes me look fat and the top (thanks to my 38dds) looks more like a swing top. i'm sure it's a lovely top on very thin people with a smaller chest.",General,Tops,Blouses
"Ridiculously big, unflattering over bust","I was excited to get this shirt in the mail, i liked the pattern a lot, but was so disappointed when i tried it on. i am 5'4"", 130 lbs. and wear a c cup so i tried ordering a small as a starting point. there was enough fabric on the sides to make another shirt! despite the excess fabric, the shirt pulled open in the chest area, making it a complete fail. i'm sure the model in the photo must have the shirt clipped in the back to pull in the excess fabric, especially since she's small on top. ther",General,Tops,Knits
Runs big,Pretty design and good quality but the medium was very balloony at the bottom. fit my chest alright (34c) but flared out way too much at the bottom.,General,Tops,Knits
